date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:57	5183/5183	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Aug%202022%2012:34:56%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min.js?ver=3.7.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min1ac1.js	(from https://autopecasgallo.com.br/)
14:38:58	4958/4958	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Mar%202023%2012:46:54%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.mina5bd.js	(from https://autopecasgallo.com.br/)
14:38:58	36460/36460	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Mar%202023%2012:46:54%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.mina5bd.js	(from https://autopecasgallo.com.br/)
14:38:58	8171/8171	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2021:28:01%20GMT	https://autopecasgallo.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://autopecasgallo.com.br/)
14:38:58	6607/6607	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2021:28:01%20GMT	https://autopecasgallo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://autopecasgallo.com.br/)
14:38:59	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2021%20Sep%202022%2000:13:30%20GMT	https://autopecasgallo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://autopecasgallo.com.br/)
14:38:59	4910/4910	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Apr%202022%2020:34:30%20GMT	https://autopecasgallo.com.br/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/dist/hooks.min6c65.js	(from https://autopecasgallo.com.br/)
14:38:59	10230/10230	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20Sep%202022%2004:25:30%20GMT	https://autopecasgallo.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://autopecasgallo.com.br/)
14:38:59	21416/21416	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Aug%202022%2012:34:56%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.7.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/frontend.min1ac1.js	(from https://autopecasgallo.com.br/)
14:39:00	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jan%202017%2018:35:32%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://autopecasgallo.com.br/)
14:39:00	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2021:28:01%20GMT	https://autopecasgallo.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://autopecasgallo.com.br/)
14:39:00	41906/41906	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Mar%202023%2012:46:54%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/js/frontend.mina5bd.js	(from https://autopecasgallo.com.br/)
14:39:00	24381/24381	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Aug%202022%2012:34:56%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.7.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/js/elements-handlers.min1ac1.js	(from https://autopecasgallo.com.br/)
14:39:01	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Feb%202023%2012:02:00%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min-4b322ec4fb95a695bf0939d284d75472.css)
14:39:01	93868/93868	---M--	200	added ('OK')	font/woff2	date:Tue,%2007%20Feb%202023%2012:02:00%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min-4b322ec4fb95a695bf0939d284d75472.css)
14:39:01	114948/114948	---M--	200	added ('OK')	font/woff	date:Tue,%2007%20Feb%202023%2012:02:00%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min-4b322ec4fb95a695bf0939d284d75472.css)
14:39:01	212796/212796	---M--	200	added ('OK')	font/ttf	date:Tue,%2007%20Feb%202023%2012:02:00%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min-4b322ec4fb95a695bf0939d284d75472.css)
14:39:02	320312/320312	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Feb%202023%2012:02:00%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min-4b322ec4fb95a695bf0939d284d75472.css)
14:39:02	128166/128166	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:00:38%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/bg1-home-1.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/bg1-home-1.webp	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-67-83ad0e3da61f83e7ebc03b3a2ae98047.css)
14:39:02	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:02	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:03	78196/78196	---M--	200	added ('OK')	font/woff2	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:03	101652/101652	---M--	200	added ('OK')	font/woff	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:03	202744/202744	---M--	200	added ('OK')	font/ttf	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:03	918991/918991	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css)
14:39:04	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:04	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:04	76764/76764	---M--	200	added ('OK')	font/woff2	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:04	90060/90060	---M--	200	added ('OK')	font/woff	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:04	134040/134040	---M--	200	added ('OK')	font/ttf	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:05	747545/747545	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css)
14:39:05	1002/1002	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2020:32:49%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/fundo-barra-superior-form-whatsapp-1.jpg	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/fundo-barra-superior-form-whatsapp-1.jpg	(from https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-237-a7f22e9d747ad4963c2462b91b8b51d1.css)
